COUNTRY,FLOW,PARTNER,YEAR,VALUE
Germany,Imports,United States,2014,48709435148
Germany,Imports,United States,2015,65072701488
Germany,Imports,United States,2016,57820803910
Germany,Imports,United States,2017,71822389061
Germany,Imports,Argentina,2010,2384958395
Germany,Imports,Argentina,2011,3171893857
Germany,Imports,Argentina,2012,2530076726
Germany,Imports,Argentina,2013,1689813103
Germany,Imports,Argentina,2014,1650248809
Germany,Imports,Argentina,2015,1626553184
Germany,Imports,Argentina,2016,1551626701
Germany,Imports,Argentina,2017,1412546962
Germany,Imports,Brazil,2010,12465009890
Germany,Imports,Brazil,2011,15568208746
Germany,Imports,Brazil,2012,13513470132
Germany,Imports,Brazil,2013,7535467609
Germany,Imports,Brazil,2014,8079763028
Germany,Imports,Brazil,2015,8723069883
Germany,Imports,Brazil,2016,7216855154
Germany,Imports,Brazil,2017,8452734751
Germany,Imports,Chile,2010,2200854080
Germany,Imports,Chile,2011,2797121294
Germany,Imports,Chile,2012,2198540976
Germany,Imports,Chile,2013,1243318783
Germany,Imports,Chile,2014,1314485488
Germany,Imports,Chile,2015,1551246931
Germany,Imports,Chile,2016,1157110934
Germany,Imports,Chile,2017,1751654097
Germany,Imports,China (People's Republic of),2010,103737625485
Germany,Imports,China (People's Republic of),2011,112517215783
Germany,Imports,China (People's Republic of),2012,100602885120
Germany,Imports,China (People's Republic of),2013,76329141655
Germany,Imports,China (People's Republic of),2014,80568932753
Germany,Imports,China (People's Republic of),2015,97547191062
Germany,Imports,China (People's Republic of),2016,92097309595
Germany,Imports,China (People's Republic of),2017,116838294903
Germany,Imports,Estonia,2010,554779344
Germany,Imports,Estonia,2011,736965277
Germany,Imports,Estonia,2012,652022040
Germany,Imports,Estonia,2013,675381114
Germany,Imports,Estonia,2014,708678149
Germany,Imports,Estonia,2015,632669934
Germany,Imports,Estonia,2016,674114516
Germany,Imports,Estonia,2017,786577588
Germany,Imports,India,2010,8401146459
Germany,Imports,India,2011,10665902462
Germany,Imports,India,2012,9098748059
Germany,Imports,India,2013,7826022284
Germany,Imports,India,2014,7892471599
Germany,Imports,India,2015,8241731367
Germany,Imports,India,2016,7906382707
Germany,Imports,India,2017,9676413503
Germany,Imports,Indonesia,2010,4837026015
Germany,Imports,Indonesia,2011,6008635211
Germany,Imports,Indonesia,2012,5142909913
Germany,Imports,Indonesia,2013,3733572263
Germany,Imports,Indonesia,2014,3701900968
Germany,Imports,Indonesia,2015,4206184975
Germany,Imports,Indonesia,2016,3873893849
Germany,Imports,Indonesia,2017,4465074263
Germany,Imports,Israel,2010,2241071509
Germany,Imports,Israel,2011,2598036341
Germany,Imports,Israel,2012,2070006885
Germany,Imports,Israel,2013,1620868553
Germany,Imports,Israel,2014,1634955066
Germany,Imports,Israel,2015,1820707337
Germany,Imports,Israel,2016,1626144817
Germany,Imports,Israel,2017,2153612770
Germany,Imports,Russia,2010,31044263255
Germany,Imports,Russia,2011,41673953584
Germany,Imports,Russia,2012,41222371805
Germany,Imports,Russia,2013,36267463208
Germany,Imports,Russia,2014,34431039498
Germany,Imports,Russia,2015,23097161292
Germany,Imports,Russia,2016,19858334770
Germany,Imports,Russia,2017,25386121451
Germany,Imports,Saudi Arabia,2010,857885630
Germany,Imports,Saudi Arabia,2011,1266614821
Germany,Imports,Saudi Arabia,2012,2227028608
Germany,Imports,Saudi Arabia,2013,1941221708
Germany,Imports,Saudi Arabia,2014,1209109447
Germany,Imports,Saudi Arabia,2015,934760885
Germany,Imports,Saudi Arabia,2016,589181239
Germany,Imports,Saudi Arabia,2017,927956387
Germany,Imports,Slovenia,2010,4849340411
Germany,Imports,Slovenia,2011,6177578802
Germany,Imports,Slovenia,2012,5967295795
Germany,Imports,Slovenia,2013,6321260707
Germany,Imports,Slovenia,2014,6584747306
Germany,Imports,Slovenia,2015,5894250719
Germany,Imports,Slovenia,2016,5926055041
Germany,Imports,Slovenia,2017,6692968688
Germany,Imports,South Africa,2010,6785874842
Germany,Imports,South Africa,2011,8075634413
Germany,Imports,South Africa,2012,5927828983
Germany,Imports,South Africa,2013,4287353155
Germany,Imports,South Africa,2014,4670776535
Germany,Imports,South Africa,2015,5822106421
Germany,Imports,South Africa,2016,5917778769
Germany,Imports,South Africa,2017,7375594982
Greece,Imports,Australia,2010,30222040
Greece,Imports,Australia,2011,35770718
Greece,Imports,Australia,2012,15248285
Greece,Imports,Australia,2013,10682856
Greece,Imports,Australia,2014,12796728
Greece,Imports,Australia,2015,9774225
Greece,Imports,Australia,2016,10273733
Greece,Imports,Australia,2017,17589172
Greece,Imports,Australia,2018,19843396
Greece,Imports,Austria,2010,705425755
Greece,Imports,Austria,2011,577492592
Greece,Imports,Austria,2012,506970016
Greece,Imports,Austria,2013,556959935
Greece,Imports,Austria,2014,551381409
Greece,Imports,Austria,2015,445714036
Greece,Imports,Austria,2016,508537808
Greece,Imports,Austria,2017,512898520
Greece,Imports,Austria,2018,556844815
Greece,Imports,Belgium,2010,2148919671
Greece,Imports,Belgium,2011,2184763676
Greece,Imports,Belgium,2012,1651220392
Greece,Imports,Belgium,2013,1712022868
Greece,Imports,Belgium,2014,1709269630
Greece,Imports,Belgium,2015,1552042279
Greece,Imports,Belgium,2016,1704510480
Greece,Imports,Belgium,2017,1945098503
Greece,Imports,Belgium,2018,1952771122
Greece,Imports,Canada,2010,111502827
Greece,Imports,Canada,2011,103930954
Greece,Imports,Canada,2012,144145797
Greece,Imports,Canada,2013,150090255
Greece,Imports,Canada,2014,122662204
Greece,Imports,Canada,2015,95279133
Greece,Imports,Canada,2016,83399568
Greece,Imports,Canada,2017,96644148
Greece,Imports,Canada,2018,105225134
Greece,Imports,Czech Republic,2010,310697559
Greece,Imports,Czech Republic,2011,275479484
Greece,Imports,Czech Republic,2012,235044218
Greece,Imports,Czech Republic,2013,277065395
Greece,Imports,Czech Republic,2014,295320386
Greece,Imports,Czech Republic,2015,309738126
Greece,Imports,Czech Republic,2016,312931838
Greece,Imports,Czech Republic,2017,341726731
Greece,Imports,Czech Republic,2018,492866950
Greece,Imports,Denmark,2010,632613654
Greece,Imports,Denmark,2011,668773782
Greece,Imports,Denmark,2012,699012381
Greece,Imports,Denmark,2013,557155615
Greece,Imports,Denmark,2014,536737815
Greece,Imports,Denmark,2015,497985532
Greece,Imports,Denmark,2016,567964474
Greece,Imports,Denmark,2017,618034752
Greece,Imports,Denmark,2018,607693909
Greece,Imports,Finland,2010,339822196
Greece,Imports,Finland,2011,279770036
Greece,Imports,Finland,2012,170575002
Greece,Imports,Finland,2013,165873748
Greece,Imports,Finland,2014,145865570
Greece,Imports,Finland,2015,114041122
Greece,Imports,Finland,2016,128635781
Greece,Imports,Finland,2017,163928329
Greece,Imports,Finland,2018,181145812
Greece,Imports,France,2010,3058187301
Greece,Imports,France,2011,3019036276
Greece,Imports,France,2012,2528132778
Greece,Imports,France,2013,2831416575
Greece,Imports,France,2014,2787017467
Greece,Imports,France,2015,2097631479
Greece,Imports,France,2016,2082156794
Greece,Imports,France,2017,2361061176
Greece,Imports,France,2018,2494154372
Greece,Imports,Germany,2010,6627072807
Greece,Imports,Germany,2011,6345137866
Greece,Imports,Germany,2012,5593222595
Greece,Imports,Germany,2013,5827686154
Greece,Imports,Germany,2014,6120073629
Greece,Imports,Germany,2015,5011973756
Greece,Imports,Germany,2016,5198786461
Greece,Imports,Germany,2017,5660084593
Greece,Imports,Germany,2018,6573783425
Greece,Imports,Hungary,2010,277605127
Greece,Imports,Hungary,2011,317561876
Greece,Imports,Hungary,2012,326270844
Greece,Imports,Hungary,2013,373312926
Greece,Imports,Hungary,2014,392455976
Greece,Imports,Hungary,2015,399909762
Greece,Imports,Hungary,2016,434170989
Greece,Imports,Hungary,2017,474930011
Greece,Imports,Hungary,2018,547018186
Greece,Imports,Iceland,2010,9811119
Greece,Imports,Iceland,2011,8548704
Greece,Imports,Iceland,2012,4981007
Greece,Imports,Iceland,2013,4061066
Greece,Imports,Iceland,2014,1378031
Greece,Imports,Iceland,2016,5282740
Greece,Imports,Iceland,2017,2434561
Greece,Imports,Iceland,2018,1386395
Greece,Imports,Ireland,2010,547885910
Greece,Imports,Ireland,2011,433187371
Greece,Imports,Ireland,2012,338624617
Greece,Imports,Ireland,2013,367060174
Greece,Imports,Ireland,2014,398211162
Greece,Imports,Ireland,2015,347608416
Greece,Imports,Ireland,2016,336626527
Greece,Imports,Ireland,2017,432809398
Greece,Imports,Ireland,2018,606558663
Greece,Imports,Italy,2010,6181831699
Greece,Imports,Italy,2011,5521091350
Greece,Imports,Italy,2012,4644972582
Greece,Imports,Italy,2013,4692496847
Greece,Imports,Italy,2014,4655335574
Greece,Imports,Italy,2015,3702749794
Greece,Imports,Italy,2016,3962571709
Greece,Imports,Italy,2017,4216923246
Greece,Imports,Italy,2018,4905180095
Greece,Imports,Japan,2010,734842772
Greece,Imports,Japan,2011,446469616
Greece,Imports,Japan,2012,166402183
Greece,Imports,Japan,2013,158794346
Greece,Imports,Japan,2014,261283068
Greece,Imports,Japan,2015,273548837
Greece,Imports,Japan,2016,315481479
Greece,Imports,Japan,2017,138430889
Greece,Imports,Japan,2018,506184215
Greece,Imports,Korea,2010,2345253430
Greece,Imports,Korea,2011,1307194297
Greece,Imports,Korea,2012,2420474874
Greece,Imports,Korea,2013,1341918690
Greece,Imports,Korea,2014,1993489112
Greece,Imports,Korea,2015,1640438617
Greece,Imports,Korea,2016,1997700869
Greece,Imports,Korea,2017,3470666259
Greece,Imports,Korea,2018,1179149737
Greece,Imports,Luxembourg,2010,212416737
Greece,Imports,Luxembourg,2011,140493338
Greece,Imports,Luxembourg,2012,149263542
Greece,Imports,Luxembourg,2013,117091856
Greece,Imports,Luxembourg,2014,91930151
Greece,Imports,Luxembourg,2015,150226651
Greece,Imports,Luxembourg,2016,67543611
Greece,Imports,Luxembourg,2017,78862411
Greece,Imports,Luxembourg,2018,66812889
Greece,Imports,Mexico,2010,71942584
Greece,Imports,Mexico,2011,62481128
Greece,Imports,Mexico,2012,75878871
Greece,Imports,Mexico,2013,46826919
Greece,Imports,Mexico,2014,28488976
Greece,Imports,Mexico,2015,31741432
Greece,Imports,Mexico,2016,35840427
Greece,Imports,Mexico,2017,36606111
Greece,Imports,Mexico,2018,39428836
Greece,Imports,Netherlands,2010,3298937097
Greece,Imports,Netherlands,2011,3248776288
Greece,Imports,Netherlands,2012,2809782763
Greece,Imports,Netherlands,2013,2800590268
Greece,Imports,Netherlands,2014,3011135133
Greece,Imports,Netherlands,2015,2589901646
Greece,Imports,Netherlands,2016,2611453113
Greece,Imports,Netherlands,2017,2895065497
Greece,Imports,Netherlands,2018,3190222845
Greece,Imports,New Zealand,2010,42774069
Greece,Imports,New Zealand,2011,56082785
Greece,Imports,New Zealand,2012,37705515
Greece,Imports,New Zealand,2013,39519935
Greece,Imports,New Zealand,2014,33805868
Greece,Imports,New Zealand,2015,26653001
Greece,Imports,New Zealand,2016,34941744
Greece,Imports,New Zealand,2017,32474916
Greece,Imports,New Zealand,2018,52604683
Greece,Imports,Norway,2010,132898113
Greece,Imports,Norway,2011,101576681
Greece,Imports,Norway,2012,278951292
Greece,Imports,Norway,2013,190729808
Greece,Imports,Norway,2014,160878643
Greece,Imports,Norway,2015,115962198
Greece,Imports,Norway,2016,93529380
Greece,Imports,Norway,2017,123995832
Greece,Imports,Norway,2018,112007155
Greece,Imports,Poland,2010,472576340
Greece,Imports,Poland,2011,458906011
Greece,Imports,Poland,2012,431592913
Greece,Imports,Poland,2013,557820356
Greece,Imports,Poland,2014,585180008
Greece,Imports,Poland,2015,565896101
Greece,Imports,Poland,2016,658819773
Greece,Imports,Poland,2017,830989149
Greece,Imports,Poland,2018,902535287
Greece,Imports,Portugal,2010,143908721
Greece,Imports,Portugal,2011,157882722
Greece,Imports,Portugal,2012,250581685
Greece,Imports,Portugal,2013,163173020
Greece,Imports,Portugal,2014,158452450
Greece,Imports,Portugal,2015,124953346
Greece,Imports,Portugal,2016,98430183
Greece,Imports,Portugal,2017,124836429
Greece,Imports,Portugal,2018,160533162
Greece,Imports,Slovak Republic,2010,167370353
Greece,Imports,Slovak Republic,2011,170593088
Greece,Imports,Slovak Republic,2012,143387047
Greece,Imports,Slovak Republic,2013,164068459
Greece,Imports,Slovak Republic,2014,201954995
Greece,Imports,Slovak Republic,2015,172862952
Greece,Imports,Slovak Republic,2016,165739009
Greece,Imports,Slovak Republic,2017,195755378
Greece,Imports,Slovak Republic,2018,228892428
Greece,Imports,Spain,2010,1902052575
Greece,Imports,Spain,2011,1871234024
Greece,Imports,Spain,2012,1618735637
Greece,Imports,Spain,2013,1774551334
Greece,Imports,Spain,2014,2064687737
Greece,Imports,Spain,2015,1708677132
Greece,Imports,Spain,2016,1732814004
Greece,Imports,Spain,2017,1921555944
Greece,Imports,Spain,2018,2346375865
Greece,Imports,Sweden,2010,471702582
Greece,Imports,Sweden,2011,453934332
Greece,Imports,Sweden,2012,329304814
Greece,Imports,Sweden,2013,337390198
Greece,Imports,Sweden,2014,336696477
Greece,Imports,Sweden,2015,295561260
Greece,Imports,Sweden,2016,383097601
Greece,Imports,Sweden,2017,465285941
Greece,Imports,Sweden,2018,496246684
Greece,Imports,Switzerland,2010,1038409401
Greece,Imports,Switzerland,2011,829369807
Greece,Imports,Switzerland,2012,638557344
Greece,Imports,Switzerland,2013,617842556
Greece,Imports,Switzerland,2014,619300679
Greece,Imports,Switzerland,2015,477751428
Greece,Imports,Switzerland,2016,461091849
Greece,Imports,Switzerland,2017,473109325
Greece,Imports,Switzerland,2018,492767067
Greece,Imports,Turkey,2010,1465530892
Greece,Imports,Turkey,2011,1556250209
Greece,Imports,Turkey,2012,1350830381
Greece,Imports,Turkey,2013,1476644513
Greece,Imports,Turkey,2014,1539102176
Greece,Imports,Turkey,2015,1474730023
Greece,Imports,Turkey,2016,1535320530
Greece,Imports,Turkey,2017,1628034923
Greece,Imports,Turkey,2018,2180246044
Greece,Imports,United Kingdom,2010,1894042344
Greece,Imports,United Kingdom,2011,1716831331
Greece,Imports,United Kingdom,2012,1379085140
Greece,Imports,United Kingdom,2013,1496966570
Greece,Imports,United Kingdom,2014,1574967482
Greece,Imports,United Kingdom,2015,1325622720
Greece,Imports,United Kingdom,2016,1296289391
Greece,Imports,United Kingdom,2017,1261519560
Greece,Imports,United Kingdom,2018,1537527498
Greece,Imports,United States,2010,1600193868
Greece,Imports,United States,2011,914699412
Greece,Imports,United States,2012,694969055
Greece,Imports,United States,2013,670038213
Greece,Imports,United States,2014,635820021
Greece,Imports,United States,2015,659642318
Greece,Imports,United States,2016,730136375
Greece,Imports,United States,2017,765434084
Greece,Imports,United States,2018,809559904
Greece,Imports,Argentina,2010,154974843
Greece,Imports,Argentina,2011,146167577
Greece,Imports,Argentina,2012,145810597
Greece,Imports,Argentina,2013,157888735
Greece,Imports,Argentina,2014,163492879
Greece,Imports,Argentina,2015,137037727
Greece,Imports,Argentina,2016,128448073
Greece,Imports,Argentina,2017,150066046
Greece,Imports,Argentina,2018,184527098
Greece,Imports,Brazil,2010,381775231
Greece,Imports,Brazil,2011,223319531
Greece,Imports,Brazil,2012,136403885
Greece,Imports,Brazil,2013,124490307
Greece,Imports,Brazil,2014,151193610
Greece,Imports,Brazil,2015,116675329
Greece,Imports,Brazil,2016,148043265
Greece,Imports,Brazil,2017,107127627
Greece,Imports,Brazil,2018,155467869
Greece,Imports,Chile,2010,51264732
Greece,Imports,Chile,2011,95040357
Greece,Imports,Chile,2012,126670233
Greece,Imports,Chile,2013,253244819
Greece,Imports,Chile,2014,155083927
Greece,Imports,Chile,2015,131166484
Greece,Imports,Chile,2016,85171560
Greece,Imports,Chile,2017,78719066
Greece,Imports,Chile,2018,52584426
Greece,Imports,China (People's Republic of),2010,3802924369
Greece,Imports,China (People's Republic of),2011,3431677394
Greece,Imports,China (People's Republic of),2012,2883847379
Greece,Imports,China (People's Republic of),2013,2915911966
Greece,Imports,China (People's Republic of),2014,3312349427
Greece,Imports,China (People's Republic of),2015,2831989333
Greece,Imports,China (People's Republic of),2016,3199086136
Greece,Imports,China (People's Republic of),2017,3095742686
Greece,Imports,China (People's Republic of),2018,4239281884
Greece,Imports,Estonia,2010,6142615
Greece,Imports,Estonia,2011,6354536
Greece,Imports,Estonia,2012,5508770
Greece,Imports,Estonia,2013,8014286
Greece,Imports,Estonia,2014,9770692
Greece,Imports,Estonia,2015,11537365
Greece,Imports,Estonia,2016,17268760
Greece,Imports,Estonia,2017,14940863
Greece,Imports,Estonia,2018,19411935
Greece,Imports,India,2010,389872070
Greece,Imports,India,2011,462512518
Greece,Imports,India,2012,280144199
Greece,Imports,India,2013,428178348
Greece,Imports,India,2014,427886971
Greece,Imports,India,2015,316221081
Greece,Imports,India,2016,329977969
Greece,Imports,India,2017,450046013
Greece,Imports,India,2018,468857891
Greece,Imports,Indonesia,2010,143104527
Greece,Imports,Indonesia,2011,169697839
Greece,Imports,Indonesia,2012,121731222
Greece,Imports,Indonesia,2013,140177220
Greece,Imports,Indonesia,2014,177485225
Greece,Imports,Indonesia,2015,163661490
Greece,Imports,Indonesia,2016,154168647
Greece,Imports,Indonesia,2017,187796594
Greece,Imports,Indonesia,2018,230501704
Greece,Imports,Israel,2010,186771960
Greece,Imports,Israel,2011,247770825
Greece,Imports,Israel,2012,176565318
Greece,Imports,Israel,2013,236496405
Greece,Imports,Israel,2014,358992192
Greece,Imports,Israel,2015,494236280
Greece,Imports,Israel,2016,333579360
Greece,Imports,Israel,2017,609456825
Greece,Imports,Israel,2018,663689619
Greece,Imports,Russia,2010,1620742640
Greece,Imports,Russia,2011,3443580583
Greece,Imports,Russia,2012,5773830621
Greece,Imports,Russia,2013,8834505497
Greece,Imports,Russia,2014,6465468371
Greece,Imports,Russia,2015,3779546303
Greece,Imports,Russia,2016,3142271625
Greece,Imports,Russia,2017,3825030016
Greece,Imports,Russia,2018,4877923680
Greece,Imports,Saudi Arabia,2010,398462956
Greece,Imports,Saudi Arabia,2011,722748487
Greece,Imports,Saudi Arabia,2012,1669400547
Greece,Imports,Saudi Arabia,2013,1557905929
Greece,Imports,Saudi Arabia,2014,1742928810
Greece,Imports,Saudi Arabia,2015,1059594027
Greece,Imports,Saudi Arabia,2016,930368290
Greece,Imports,Saudi Arabia,2017,1076005476
Greece,Imports,Saudi Arabia,2018,1186957138
Greece,Imports,Slovenia,2010,182382038
Greece,Imports,Slovenia,2011,196369376
Greece,Imports,Slovenia,2012,198434402
Greece,Imports,Slovenia,2013,180264860
Greece,Imports,Slovenia,2014,207821113
Greece,Imports,Slovenia,2015,193688991
Greece,Imports,Slovenia,2016,233850639
Greece,Imports,Slovenia,2017,226858463
Greece,Imports,Slovenia,2018,260708751
Greece,Imports,South Africa,2010,95825477
Greece,Imports,South Africa,2011,74659299
Greece,Imports,South Africa,2012,49658759
Greece,Imports,South Africa,2013,71916779
Greece,Imports,South Africa,2014,52257235
Greece,Imports,South Africa,2015,47896832
Greece,Imports,South Africa,2016,52033276
Greece,Imports,South Africa,2017,88643105
Greece,Imports,South Africa,2018,77185868
Hungary,Imports,Australia,2010,13096392
Hungary,Imports,Australia,2011,16836442
Hungary,Imports,Australia,2012,22365785
Hungary,Imports,Australia,2013,31345534
Hungary,Imports,Australia,2014,25718238
Hungary,Imports,Australia,2015,38419373
Hungary,Imports,Australia,2016,33168736
Hungary,Imports,Australia,2017,64634708
Hungary,Imports,Australia,2018,51079415
Hungary,Imports,Austria,2010,5504982487
Hungary,Imports,Austria,2011,6209369423
Hungary,Imports,Austria,2012,6546861265
Hungary,Imports,Austria,2013,6601474380
Hungary,Imports,Austria,2014,7561729139
Hungary,Imports,Austria,2015,5982144494
Hungary,Imports,Austria,2016,5913140498
Hungary,Imports,Austria,2017,6453882946
Hungary,Imports,Austria,2018,7161319500
Hungary,Imports,Belgium,2010,2003535183
Hungary,Imports,Belgium,2011,2217529395
Hungary,Imports,Belgium,2012,1998565713
Hungary,Imports,Belgium,2013,2161918564
Hungary,Imports,Belgium,2014,2493253020
Hungary,Imports,Belgium,2015,2108292550
Hungary,Imports,Belgium,2016,2146295523
Hungary,Imports,Belgium,2017,2360548109
Hungary,Imports,Belgium,2018,2799746707
Hungary,Imports,Canada,2010,128495172
Hungary,Imports,Canada,2011,185342140
Hungary,Imports,Canada,2012,139621608
Hungary,Imports,Canada,2013,603938032
Hungary,Imports,Canada,2014,130244501
Hungary,Imports,Canada,2015,122729619
Hungary,Imports,Canada,2016,100905974
Hungary,Imports,Canada,2017,89625395
Hungary,Imports,Canada,2018,86480739
Hungary,Imports,Czech Republic,2010,2855129959
Hungary,Imports,Czech Republic,2011,3227022313
Hungary,Imports,Czech Republic,2012,3212182071
Hungary,Imports,Czech Republic,2013,4055881187
Hungary,Imports,Czech Republic,2014,4721775925
Hungary,Imports,Czech Republic,2015,4369179515
Hungary,Imports,Czech Republic,2016,4491779962
Hungary,Imports,Czech Republic,2017,5126348168
Hungary,Imports,Czech Republic,2018,5943905299
Hungary,Imports,Denmark,2010,634427889
Hungary,Imports,Denmark,2011,614031808
Hungary,Imports,Denmark,2012,529555794
Hungary,Imports,Denmark,2013,651876015
Hungary,Imports,Denmark,2014,734667176
Hungary,Imports,Denmark,2015,587746033
Hungary,Imports,Denmark,2016,628633894
Hungary,Imports,Denmark,2017,656726065
Hungary,Imports,Denmark,2018,752928676
Hungary,Imports,Finland,2010,416461472
Hungary,Imports,Finland,2011,544488540
Hungary,Imports,Finland,2012,512307536
Hungary,Imports,Finland,2013,283151897
Hungary,Imports,Finland,2014,339414516
Hungary,Imports,Finland,2015,271653676
Hungary,Imports,Finland,2016,271464154
Hungary,Imports,Finland,2017,315988009
Hungary,Imports,Finland,2018,346878905
Hungary,Imports,France,2010,3207047740
Hungary,Imports,France,2011,3720080038
Hungary,Imports,France,2012,3411911247
Hungary,Imports,France,2013,3429330659
Hungary,Imports,France,2014,4191880258
Hungary,Imports,France,2015,3930674416
Hungary,Imports,France,2016,3963012795
Hungary,Imports,France,2017,4204909507
Hungary,Imports,France,2018,4369826980
Hungary,Imports,Germany,2010,22350749216
Hungary,Imports,Germany,2011,25650584113
Hungary,Imports,Germany,2012,23513647066
Hungary,Imports,Germany,2013,24637069245
Hungary,Imports,Germany,2014,26190096618
Hungary,Imports,Germany,2015,23640821750
Hungary,Imports,Germany,2016,24936485961
Hungary,Imports,Germany,2017,27793911901
Hungary,Imports,Germany,2018,30063234172
Hungary,Imports,Greece,2010,97180815
Hungary,Imports,Greece,2011,129310819
Hungary,Imports,Greece,2012,88422804
Hungary,Imports,Greece,2013,92031055
Hungary,Imports,Greece,2014,102432582
Hungary,Imports,Greece,2015,93185918
Hungary,Imports,Greece,2016,102593092
Hungary,Imports,Greece,2017,118650299
Hungary,Imports,Greece,2018,137617382
Hungary,Imports,Iceland,2010,8807720
Hungary,Imports,Iceland,2011,8507561
Hungary,Imports,Iceland,2012,2005996
Hungary,Imports,Iceland,2013,24542406
Hungary,Imports,Iceland,2014,50970837
Hungary,Imports,Iceland,2015,40337884
Hungary,Imports,Iceland,2016,41671072
Hungary,Imports,Iceland,2017,42805507
Hungary,Imports,Iceland,2018,49242287
Hungary,Imports,Ireland,2010,447333211
Hungary,Imports,Ireland,2011,501766967
Hungary,Imports,Ireland,2012,520432151
Hungary,Imports,Ireland,2013,491668721
Hungary,Imports,Ireland,2014,433560833
Hungary,Imports,Ireland,2015,442276894
Hungary,Imports,Ireland,2016,555742339
Hungary,Imports,Ireland,2017,551905506
Hungary,Imports,Ireland,2018,571548795
Hungary,Imports,Italy,2010,3659171571
Hungary,Imports,Italy,2011,4421347302
Hungary,Imports,Italy,2012,4188624906
Hungary,Imports,Italy,2013,4362534858
Hungary,Imports,Italy,2014,4611986631
Hungary,Imports,Italy,2015,4144437518
Hungary,Imports,Italy,2016,4411957813
Hungary,Imports,Italy,2017,4971488263
Hungary,Imports,Italy,2018,5497743216
Hungary,Imports,Japan,2010,1873867152
Hungary,Imports,Japan,2011,1570011507
Hungary,Imports,Japan,2012,1210326727
Hungary,Imports,Japan,2013,1226658054
Hungary,Imports,Japan,2014,1230584744
Hungary,Imports,Japan,2015,1253623768
Hungary,Imports,Japan,2016,1372579585
Hungary,Imports,Japan,2017,1421139900
Hungary,Imports,Japan,2018,1504973452
Hungary,Imports,Korea,2010,2519552156
Hungary,Imports,Korea,2011,1718129602
Hungary,Imports,Korea,2012,1230682347
Hungary,Imports,Korea,2013,1132956017
Hungary,Imports,Korea,2014,1424366089
Hungary,Imports,Korea,2015,1431636020
Hungary,Imports,Korea,2016,994022966
Hungary,Imports,Korea,2017,1281823785
Hungary,Imports,Korea,2018,2133722629
Hungary,Imports,Luxembourg,2010,105239638
Hungary,Imports,Luxembourg,2011,99181605
Hungary,Imports,Luxembourg,2012,103069347
Hungary,Imports,Luxembourg,2013,77897672
Hungary,Imports,Luxembourg,2014,85309553
Hungary,Imports,Luxembourg,2015,91071974
Hungary,Imports,Luxembourg,2016,90640205
Hungary,Imports,Luxembourg,2017,86901023
Hungary,Imports,Luxembourg,2018,89252029
Hungary,Imports,Mexico,2010,308500025
Hungary,Imports,Mexico,2011,681778909
Hungary,Imports,Mexico,2012,773436101
Hungary,Imports,Mexico,2013,754815056
Hungary,Imports,Mexico,2014,185360945
Hungary,Imports,Mexico,2015,208384955
Hungary,Imports,Mexico,2016,240567901
Hungary,Imports,Mexico,2017,190874926
Hungary,Imports,Mexico,2018,202242387
Hungary,Imports,Netherlands,2010,3846263180
Hungary,Imports,Netherlands,2011,4453017090
Hungary,Imports,Netherlands,2012,3908336361
Hungary,Imports,Netherlands,2013,3817682077
Hungary,Imports,Netherlands,2014,4231504940
Hungary,Imports,Netherlands,2015,4097776464
Hungary,Imports,Netherlands,2016,4567763912
Hungary,Imports,Netherlands,2017,5293587061
Hungary,Imports,Netherlands,2018,6003837298
Hungary,Imports,New Zealand,2010,12185169
Hungary,Imports,New Zealand,2011,10194990
Hungary,Imports,New Zealand,2012,10593283
Hungary,Imports,New Zealand,2013,9986040
Hungary,Imports,New Zealand,2014,9817980
Hungary,Imports,New Zealand,2015,4354042
Hungary,Imports,New Zealand,2016,3553746
Hungary,Imports,New Zealand,2017,4952343
Hungary,Imports,New Zealand,2018,5435586
Hungary,Imports,Norway,2010,29016934
Hungary,Imports,Norway,2011,25527783
Hungary,Imports,Norway,2012,20533543
Hungary,Imports,Norway,2013,22848440
Hungary,Imports,Norway,2014,27444254
Hungary,Imports,Norway,2015,19925382
Hungary,Imports,Norway,2016,35393407
Hungary,Imports,Norway,2017,42720131
Hungary,Imports,Norway,2018,36182414
Hungary,Imports,Poland,2010,3712150951
Hungary,Imports,Poland,2011,4834811838
Hungary,Imports,Poland,2012,4447872151
Hungary,Imports,Poland,2013,4809572214
Hungary,Imports,Poland,2014,5400005960
Hungary,Imports,Poland,2015,5005775113
Hungary,Imports,Poland,2016,5107829910
Hungary,Imports,Poland,2017,5847405023
Hungary,Imports,Poland,2018,6770708405
Hungary,Imports,Portugal,2010,147358132
Hungary,Imports,Portugal,2011,204401351
Hungary,Imports,Portugal,2012,224753230
Hungary,Imports,Portugal,2013,234715674
Hungary,Imports,Portugal,2014,291250143
Hungary,Imports,Portugal,2015,205778093
Hungary,Imports,Portugal,2016,223074606
Hungary,Imports,Portugal,2017,224495837
Hungary,Imports,Portugal,2018,252931219
Hungary,Imports,Slovak Republic,2010,3369991093
Hungary,Imports,Slovak Republic,2011,4685510334
Hungary,Imports,Slovak Republic,2012,5212055810
Hungary,Imports,Slovak Republic,2013,5694404981
Hungary,Imports,Slovak Republic,2014,5617471677
Hungary,Imports,Slovak Republic,2015,4791194659
Hungary,Imports,Slovak Republic,2016,4958770080
Hungary,Imports,Slovak Republic,2017,5617570118
