COUNTRY,FLOW,PARTNER,YEAR,VALUE
Hungary,Imports,Slovak Republic,2018,5834335149
Hungary,Imports,Spain,2010,1070709441
Hungary,Imports,Spain,2011,1206356482
Hungary,Imports,Spain,2012,1084664297
Hungary,Imports,Spain,2013,1320864556
Hungary,Imports,Spain,2014,1533123860
Hungary,Imports,Spain,2015,1440769793
Hungary,Imports,Spain,2016,1594080470
Hungary,Imports,Spain,2017,1761346287
Hungary,Imports,Spain,2018,1933041586
Hungary,Imports,Sweden,2010,776795090
Hungary,Imports,Sweden,2011,1207645182
Hungary,Imports,Sweden,2012,1026504841
Hungary,Imports,Sweden,2013,960470171
Hungary,Imports,Sweden,2014,1003923245
Hungary,Imports,Sweden,2015,863752753
Hungary,Imports,Sweden,2016,897361332
Hungary,Imports,Sweden,2017,876739230
Hungary,Imports,Sweden,2018,953822459
Hungary,Imports,Switzerland,2010,587206499
Hungary,Imports,Switzerland,2011,650842175
Hungary,Imports,Switzerland,2012,524947687
Hungary,Imports,Switzerland,2013,630368108
Hungary,Imports,Switzerland,2014,689724934
Hungary,Imports,Switzerland,2015,657504759
Hungary,Imports,Switzerland,2016,656973087
Hungary,Imports,Switzerland,2017,726456739
Hungary,Imports,Switzerland,2018,724783642
Hungary,Imports,Turkey,2010,484793891
Hungary,Imports,Turkey,2011,571368926
Hungary,Imports,Turkey,2012,577156901
Hungary,Imports,Turkey,2013,731997582
Hungary,Imports,Turkey,2014,698964964
Hungary,Imports,Turkey,2015,765459317
Hungary,Imports,Turkey,2016,770973633
Hungary,Imports,Turkey,2017,864190294
Hungary,Imports,Turkey,2018,1099657395
Hungary,Imports,United Kingdom,2010,1670859225
Hungary,Imports,United Kingdom,2011,2016650524
Hungary,Imports,United Kingdom,2012,1814648546
Hungary,Imports,United Kingdom,2013,1829522068
Hungary,Imports,United Kingdom,2014,1795818878
Hungary,Imports,United Kingdom,2015,1708858655
Hungary,Imports,United Kingdom,2016,1805756380
Hungary,Imports,United Kingdom,2017,2058304956
Hungary,Imports,United Kingdom,2018,2165589982
Hungary,Imports,United States,2010,1309563078
Hungary,Imports,United States,2011,1788997625
Hungary,Imports,United States,2012,1718634988
Hungary,Imports,United States,2013,2108521534
Hungary,Imports,United States,2014,2000362059
Hungary,Imports,United States,2015,1856481346
Hungary,Imports,United States,2016,1969667746
Hungary,Imports,United States,2017,2219087446
Hungary,Imports,United States,2018,2142107414
Hungary,Imports,Argentina,2010,11176741
Hungary,Imports,Argentina,2011,13827249
Hungary,Imports,Argentina,2012,14149266
Hungary,Imports,Argentina,2013,17954683
Hungary,Imports,Argentina,2014,14509895
Hungary,Imports,Argentina,2015,13905699
Hungary,Imports,Argentina,2016,14955970
Hungary,Imports,Argentina,2017,17625392
Hungary,Imports,Argentina,2018,18678412
Hungary,Imports,Brazil,2010,104614533
Hungary,Imports,Brazil,2011,141380481
Hungary,Imports,Brazil,2012,163963741
Hungary,Imports,Brazil,2013,127879510
Hungary,Imports,Brazil,2014,154684460
Hungary,Imports,Brazil,2015,201911760
Hungary,Imports,Brazil,2016,180926645
Hungary,Imports,Brazil,2017,190704572
Hungary,Imports,Brazil,2018,184140375
Hungary,Imports,Chile,2010,13870124
Hungary,Imports,Chile,2011,10634790
Hungary,Imports,Chile,2012,7554691
Hungary,Imports,Chile,2013,8947320
Hungary,Imports,Chile,2014,14432330
Hungary,Imports,Chile,2015,18014913
Hungary,Imports,Chile,2016,12034305
Hungary,Imports,Chile,2017,9808930
Hungary,Imports,Chile,2018,10068734
Hungary,Imports,China (People's Republic of),2010,8683243023
Hungary,Imports,China (People's Republic of),2011,8558491452
Hungary,Imports,China (People's Republic of),2012,6982992150
Hungary,Imports,China (People's Republic of),2013,5312914183
Hungary,Imports,China (People's Republic of),2014,5103184978
Hungary,Imports,China (People's Republic of),2015,4732105241
Hungary,Imports,China (People's Republic of),2016,4866965630
Hungary,Imports,China (People's Republic of),2017,5291299783
Hungary,Imports,China (People's Republic of),2018,6371120194
Hungary,Imports,Estonia,2010,17127593
Hungary,Imports,Estonia,2011,24726208
Hungary,Imports,Estonia,2012,27029886
Hungary,Imports,Estonia,2013,30399075
Hungary,Imports,Estonia,2014,45712907
Hungary,Imports,Estonia,2015,51174511
Hungary,Imports,Estonia,2016,47071589
Hungary,Imports,Estonia,2017,50293088
Hungary,Imports,Estonia,2018,50329570
Hungary,Imports,India,2010,276387014
Hungary,Imports,India,2011,373718074
Hungary,Imports,India,2012,374704452
Hungary,Imports,India,2013,364535163
Hungary,Imports,India,2014,384648195
Hungary,Imports,India,2015,364899951
Hungary,Imports,India,2016,383363593
Hungary,Imports,India,2017,437097891
Hungary,Imports,India,2018,459772128
Hungary,Imports,Indonesia,2010,153427548
Hungary,Imports,Indonesia,2011,179416142
Hungary,Imports,Indonesia,2012,126782789
Hungary,Imports,Indonesia,2013,95901622
Hungary,Imports,Indonesia,2014,121997745
Hungary,Imports,Indonesia,2015,141988342
Hungary,Imports,Indonesia,2016,115655476
Hungary,Imports,Indonesia,2017,142685001
Hungary,Imports,Indonesia,2018,142308339
Hungary,Imports,Israel,2010,110391520
Hungary,Imports,Israel,2011,140744174
Hungary,Imports,Israel,2012,157113466
Hungary,Imports,Israel,2013,160305026
Hungary,Imports,Israel,2014,193835520
Hungary,Imports,Israel,2015,198408796
Hungary,Imports,Israel,2016,164370297
Hungary,Imports,Israel,2017,192519302
Hungary,Imports,Israel,2018,202797465
Hungary,Imports,Russia,2010,6881419326
Hungary,Imports,Russia,2011,8847818195
Hungary,Imports,Russia,2012,8295835516
Hungary,Imports,Russia,2013,8540528347
Hungary,Imports,Russia,2014,7289267788
Hungary,Imports,Russia,2015,3641617810
Hungary,Imports,Russia,2016,2636732164
Hungary,Imports,Russia,2017,3576402765
Hungary,Imports,Russia,2018,4600659689
Hungary,Imports,Saudi Arabia,2010,2548215
Hungary,Imports,Saudi Arabia,2011,2205191
Hungary,Imports,Saudi Arabia,2012,1284139
Hungary,Imports,Saudi Arabia,2013,18869070
Hungary,Imports,Saudi Arabia,2014,65342038
Hungary,Imports,Saudi Arabia,2015,1348394
Hungary,Imports,Saudi Arabia,2016,61422948
Hungary,Imports,Saudi Arabia,2017,7285786
Hungary,Imports,Saudi Arabia,2018,6784080
Hungary,Imports,Slovenia,2010,908381621
Hungary,Imports,Slovenia,2011,1113682744
Hungary,Imports,Slovenia,2012,1004428627
Hungary,Imports,Slovenia,2013,1187489383
Hungary,Imports,Slovenia,2014,1345538859
Hungary,Imports,Slovenia,2015,1218281078
Hungary,Imports,Slovenia,2016,1334606364
Hungary,Imports,Slovenia,2017,1441579996
Hungary,Imports,Slovenia,2018,1755580998
Hungary,Imports,South Africa,2010,34515672
Hungary,Imports,South Africa,2011,105868914
Hungary,Imports,South Africa,2012,19300775
Hungary,Imports,South Africa,2013,47308470
Hungary,Imports,South Africa,2014,18693811
Hungary,Imports,South Africa,2015,27903121
Hungary,Imports,South Africa,2016,27492400
Hungary,Imports,South Africa,2017,39865731
Hungary,Imports,South Africa,2018,54296282
Iceland,Imports,Australia,2010,23891854
Iceland,Imports,Australia,2011,4871199
Iceland,Imports,Australia,2012,3486886
Iceland,Imports,Australia,2013,3320115
Iceland,Imports,Australia,2014,3721394
Iceland,Imports,Australia,2015,16639182
Iceland,Imports,Australia,2016,118515399
Iceland,Imports,Australia,2017,232254834
Iceland,Imports,Australia,2018,332695303
Iceland,Imports,Austria,2010,15063948
Iceland,Imports,Austria,2011,42050332
Iceland,Imports,Austria,2012,21872794
Iceland,Imports,Austria,2013,30174837
Iceland,Imports,Austria,2014,22280356
Iceland,Imports,Austria,2015,25613527
Iceland,Imports,Austria,2016,28101483
Iceland,Imports,Austria,2017,34654426
Iceland,Imports,Austria,2018,39981952
Iceland,Imports,Belgium,2010,53435084
Iceland,Imports,Belgium,2011,65228654
Iceland,Imports,Belgium,2012,65180294
Iceland,Imports,Belgium,2013,59941545
Iceland,Imports,Belgium,2014,75409903
Iceland,Imports,Belgium,2015,70990817
Iceland,Imports,Belgium,2016,75821253
Iceland,Imports,Belgium,2017,93178810
Iceland,Imports,Belgium,2018,99138844
Iceland,Imports,Canada,2010,66771306
Iceland,Imports,Canada,2011,56412955
Iceland,Imports,Canada,2012,53885297
Iceland,Imports,Canada,2013,48118318
Iceland,Imports,Canada,2014,65711613
Iceland,Imports,Canada,2015,100597160
Iceland,Imports,Canada,2016,67428415
Iceland,Imports,Canada,2017,79931296
Iceland,Imports,Canada,2018,130882866
Iceland,Imports,Czech Republic,2010,21959044
Iceland,Imports,Czech Republic,2011,28774620
Iceland,Imports,Czech Republic,2012,37297653
Iceland,Imports,Czech Republic,2013,48749389
Iceland,Imports,Czech Republic,2014,55709082
Iceland,Imports,Czech Republic,2015,58623085
Iceland,Imports,Czech Republic,2016,67581887
Iceland,Imports,Czech Republic,2017,82858433
Iceland,Imports,Czech Republic,2018,66116598
Iceland,Imports,Denmark,2010,276553348
Iceland,Imports,Denmark,2011,301633863
Iceland,Imports,Denmark,2012,277306343
Iceland,Imports,Denmark,2013,302407177
Iceland,Imports,Denmark,2014,406623954
Iceland,Imports,Denmark,2015,377328178
Iceland,Imports,Denmark,2016,349460236
Iceland,Imports,Denmark,2017,428543163
Iceland,Imports,Denmark,2018,482322599
Iceland,Imports,Finland,2010,211636644
Iceland,Imports,Finland,2011,72686396
Iceland,Imports,Finland,2012,45712430
Iceland,Imports,Finland,2013,42065111
Iceland,Imports,Finland,2014,51929156
Iceland,Imports,Finland,2015,47589165
Iceland,Imports,Finland,2016,54901737
Iceland,Imports,Finland,2017,72647518
Iceland,Imports,Finland,2018,76244931
Iceland,Imports,France,2010,71506289
Iceland,Imports,France,2011,89225672
Iceland,Imports,France,2012,105164733
Iceland,Imports,France,2013,112294651
Iceland,Imports,France,2014,134429748
Iceland,Imports,France,2015,237669790
Iceland,Imports,France,2016,160974228
Iceland,Imports,France,2017,189377938
Iceland,Imports,France,2018,204751130
Iceland,Imports,Germany,2010,293325528
Iceland,Imports,Germany,2011,380208539
Iceland,Imports,Germany,2012,452244204
Iceland,Imports,Germany,2013,399607764
Iceland,Imports,Germany,2014,409973663
Iceland,Imports,Germany,2015,455630999
Iceland,Imports,Germany,2016,572659677
Iceland,Imports,Germany,2017,737968478
Iceland,Imports,Germany,2018,675507139
Iceland,Imports,Greece,2010,2870520
Iceland,Imports,Greece,2011,2727840
Iceland,Imports,Greece,2012,2680933
Iceland,Imports,Greece,2013,3287251
Iceland,Imports,Greece,2014,2225399
Iceland,Imports,Greece,2015,2454673
Iceland,Imports,Greece,2016,3909659
Iceland,Imports,Greece,2017,7348642
Iceland,Imports,Greece,2018,9432159
Iceland,Imports,Hungary,2010,13285471
Iceland,Imports,Hungary,2011,14269303
Iceland,Imports,Hungary,2012,13273613
Iceland,Imports,Hungary,2013,12422684
Iceland,Imports,Hungary,2014,21339552
Iceland,Imports,Hungary,2015,20474260
Iceland,Imports,Hungary,2016,26970306
Iceland,Imports,Hungary,2017,28213495
Iceland,Imports,Hungary,2018,29462739
Iceland,Imports,Ireland,2010,31572742
Iceland,Imports,Ireland,2011,24737884
Iceland,Imports,Ireland,2012,55004622
Iceland,Imports,Ireland,2013,33510699
Iceland,Imports,Ireland,2014,53769328
Iceland,Imports,Ireland,2015,116030841
Iceland,Imports,Ireland,2016,73157547
Iceland,Imports,Ireland,2017,55870515
Iceland,Imports,Ireland,2018,38711965
Iceland,Imports,Italy,2010,116873698
Iceland,Imports,Italy,2011,153330234
Iceland,Imports,Italy,2012,148278705
Iceland,Imports,Italy,2013,165250761
Iceland,Imports,Italy,2014,165482698
Iceland,Imports,Italy,2015,154566988
Iceland,Imports,Italy,2016,176374544
Iceland,Imports,Italy,2017,216710057
Iceland,Imports,Italy,2018,226896834
Iceland,Imports,Japan,2010,89123449
Iceland,Imports,Japan,2011,75650397
Iceland,Imports,Japan,2012,72459185
Iceland,Imports,Japan,2013,69594309
Iceland,Imports,Japan,2014,74642399
Iceland,Imports,Japan,2015,91363540
Iceland,Imports,Japan,2016,111786474
Iceland,Imports,Japan,2017,168222948
Iceland,Imports,Japan,2018,148964933
Iceland,Imports,Korea,2010,18696155
Iceland,Imports,Korea,2011,28534000
Iceland,Imports,Korea,2012,34497576
Iceland,Imports,Korea,2013,43097641
Iceland,Imports,Korea,2014,60403501
Iceland,Imports,Korea,2015,60739152
Iceland,Imports,Korea,2016,73021511
Iceland,Imports,Korea,2017,94648960
Iceland,Imports,Korea,2018,74468105
Iceland,Imports,Luxembourg,2010,1063977
Iceland,Imports,Luxembourg,2011,1447293
Iceland,Imports,Luxembourg,2012,2023888
Iceland,Imports,Luxembourg,2013,2423065
Iceland,Imports,Luxembourg,2014,1594771
Iceland,Imports,Luxembourg,2015,4617275
Iceland,Imports,Luxembourg,2016,8023606
Iceland,Imports,Luxembourg,2017,4248606
Iceland,Imports,Luxembourg,2018,7618361
Iceland,Imports,Mexico,2010,5103568
Iceland,Imports,Mexico,2011,5493931
Iceland,Imports,Mexico,2012,6709876
Iceland,Imports,Mexico,2013,8075368
Iceland,Imports,Mexico,2014,9318299
Iceland,Imports,Mexico,2015,12874324
Iceland,Imports,Mexico,2016,18000859
Iceland,Imports,Mexico,2017,23046969
Iceland,Imports,Mexico,2018,20035645
Iceland,Imports,Netherlands,2010,333238919
Iceland,Imports,Netherlands,2011,356990842
Iceland,Imports,Netherlands,2012,278953554
Iceland,Imports,Netherlands,2013,249297585
Iceland,Imports,Netherlands,2014,354316123
Iceland,Imports,Netherlands,2015,311333867
Iceland,Imports,Netherlands,2016,427768054
Iceland,Imports,Netherlands,2017,462808107
Iceland,Imports,Netherlands,2018,483470064
Iceland,Imports,New Zealand,2010,2887035
Iceland,Imports,New Zealand,2011,2285221
Iceland,Imports,New Zealand,2012,3442694
Iceland,Imports,New Zealand,2013,2923426
Iceland,Imports,New Zealand,2014,3094959
Iceland,Imports,New Zealand,2015,3596461
Iceland,Imports,New Zealand,2016,27461280
Iceland,Imports,New Zealand,2017,4506232
Iceland,Imports,New Zealand,2018,4925104
Iceland,Imports,Norway,2010,353558596
Iceland,Imports,Norway,2011,771800716
Iceland,Imports,Norway,2012,814850240
Iceland,Imports,Norway,2013,743929961
Iceland,Imports,Norway,2014,787537050
Iceland,Imports,Norway,2015,537343834
Iceland,Imports,Norway,2016,512858514
Iceland,Imports,Norway,2017,633683294
Iceland,Imports,Norway,2018,878561854
Iceland,Imports,Poland,2010,48390944
Iceland,Imports,Poland,2011,92683803
Iceland,Imports,Poland,2012,58916386
Iceland,Imports,Poland,2013,79842394
Iceland,Imports,Poland,2014,84552714
Iceland,Imports,Poland,2015,100492630
Iceland,Imports,Poland,2016,117918556
Iceland,Imports,Poland,2017,188992408
Iceland,Imports,Poland,2018,174975477
Iceland,Imports,Portugal,2010,7712887
Iceland,Imports,Portugal,2011,9764089
Iceland,Imports,Portugal,2012,17752251
Iceland,Imports,Portugal,2013,13545651
Iceland,Imports,Portugal,2014,16430603
Iceland,Imports,Portugal,2015,15239153
Iceland,Imports,Portugal,2016,21001215
Iceland,Imports,Portugal,2017,25748970
Iceland,Imports,Portugal,2018,25075473
Iceland,Imports,Slovak Republic,2010,5767369
Iceland,Imports,Slovak Republic,2011,11816122
Iceland,Imports,Slovak Republic,2012,15968598
Iceland,Imports,Slovak Republic,2013,15802964
Iceland,Imports,Slovak Republic,2014,18998665
Iceland,Imports,Slovak Republic,2015,25518185
Iceland,Imports,Slovak Republic,2016,33146636
Iceland,Imports,Slovak Republic,2017,46219647
Iceland,Imports,Slovak Republic,2018,38458138
Iceland,Imports,Spain,2010,44562959
Iceland,Imports,Spain,2011,48592275
Iceland,Imports,Spain,2012,58030097
Iceland,Imports,Spain,2013,61977402
Iceland,Imports,Spain,2014,79308211
Iceland,Imports,Spain,2015,69144886
Iceland,Imports,Spain,2016,82810608
Iceland,Imports,Spain,2017,110665971
Iceland,Imports,Spain,2018,125901458
Iceland,Imports,Sweden,2010,202651449
Iceland,Imports,Sweden,2011,189448055
Iceland,Imports,Sweden,2012,188647952
Iceland,Imports,Sweden,2013,201467745
Iceland,Imports,Sweden,2014,193012668
Iceland,Imports,Sweden,2015,203993538
Iceland,Imports,Sweden,2016,221477137
Iceland,Imports,Sweden,2017,282580155
Iceland,Imports,Sweden,2018,332932060
Iceland,Imports,Switzerland,2010,54383235
Iceland,Imports,Switzerland,2011,96781141
Iceland,Imports,Switzerland,2012,78995788
Iceland,Imports,Switzerland,2013,85957585
Iceland,Imports,Switzerland,2014,74329493
Iceland,Imports,Switzerland,2015,95963854
Iceland,Imports,Switzerland,2016,64370379
Iceland,Imports,Switzerland,2017,70635187
Iceland,Imports,Switzerland,2018,73060240
Iceland,Imports,Turkey,2010,20046969
Iceland,Imports,Turkey,2011,25056264
Iceland,Imports,Turkey,2012,36846347
Iceland,Imports,Turkey,2013,31410206
Iceland,Imports,Turkey,2014,66241477
Iceland,Imports,Turkey,2015,93893643
Iceland,Imports,Turkey,2016,43752264
Iceland,Imports,Turkey,2017,230332724
Iceland,Imports,Turkey,2018,57368743
Iceland,Imports,United Kingdom,2010,199512883
Iceland,Imports,United Kingdom,2011,249801094
Iceland,Imports,United Kingdom,2012,228453525
Iceland,Imports,United Kingdom,2013,223872500
Iceland,Imports,United Kingdom,2014,324568022
Iceland,Imports,United Kingdom,2015,267417330
Iceland,Imports,United Kingdom,2016,338434946
Iceland,Imports,United Kingdom,2017,405776401
Iceland,Imports,United Kingdom,2018,410401467
Iceland,Imports,United States,2010,309741466
Iceland,Imports,United States,2011,525511022
Iceland,Imports,United States,2012,464141634
Iceland,Imports,United States,2013,476469502
Iceland,Imports,United States,2014,543937795
Iceland,Imports,United States,2015,418391606
Iceland,Imports,United States,2016,571097912
Iceland,Imports,United States,2017,445145768
Iceland,Imports,United States,2018,653075951
Iceland,Imports,Argentina,2010,5989145
Iceland,Imports,Argentina,2011,7794467
Iceland,Imports,Argentina,2012,6163585
Iceland,Imports,Argentina,2013,3059049
Iceland,Imports,Argentina,2014,2621251
Iceland,Imports,Argentina,2015,2246699
Iceland,Imports,Argentina,2016,3032586
Iceland,Imports,Argentina,2017,2840261
Iceland,Imports,Argentina,2018,5439792
Iceland,Imports,Brazil,2010,343895830
Iceland,Imports,Brazil,2011,281076093
Iceland,Imports,Brazil,2012,327955159
Iceland,Imports,Brazil,2013,367081296
Iceland,Imports,Brazil,2014,290664132
Iceland,Imports,Brazil,2015,324143690
Iceland,Imports,Brazil,2016,95764957
Iceland,Imports,Brazil,2017,237689556
Iceland,Imports,Brazil,2018,223407906
Iceland,Imports,Chile,2010,4355381
Iceland,Imports,Chile,2011,44275510
Iceland,Imports,Chile,2012,43600888
Iceland,Imports,Chile,2013,6637114
Iceland,Imports,Chile,2014,13996139
Iceland,Imports,Chile,2015,10271815
Iceland,Imports,Chile,2016,7666458
Iceland,Imports,Chile,2017,13516532
